Key,French
Npc0/Gossip_About_NPC_004_Intro_001,<shy>Mais, je ne l'ai pas perdu…
Npc0/Gossip_About_NPC_004_Intro_002,<thinking> … du moins, pas encore ?
Npc0/Gossip_About_NPC_006_Intro_000,<NPCName> ne fait pas son âge…
Npc0/Gossip_About_NPC_006_Intro_001,>thinking>Mais j'imagine que cela dépend de l'âge qu'elle a ?
Npc0/Gossip_About_NPC_007_Intro_000,J'apprécie vraiment <NPCName>, mais ses animaux ont intérêt à ne pas s'approcher de mes cultures !
Npc0/Gossip_About_NPC_007_Intro_001,<thinking>Ces bestioles sont adorables sinon !
Npc0/Gossip_About_NPC_007_Intro_002,Enfin… J'imagine qu'ils peuvent en prendre une bouchée ?
Npc0/Gossip_About_NPC_009_Intro_000,<NPCname> m'a demandé des plantes pour les mettre dans son musée…
Npc0/Gossip_About_NPC_009_Intro_001,<no>Peux-tu le croire ?
Npc0/Gossip_About_NPC_009_Intro_002,<worried>Mes pauvres bébés tailladés et enfermés derrière une vitre ?
Npc0/Gossip_About_NPC_010_Intro_000,<yes>Parfois, je me dis que <NPCName> aime plus l'argent que les gens
Npc0/Gossip_About_NPC_010_Intro_001,Il doit se sentir si seul, tu ne crois pas ?
Npc0/Highest_Friendship_Greeting 1_Intro_000,Hey, <PlayerName>!
Npc0/Highest_Friendship_Greeting 1_Intro_001,Quoi de neuf ?
Npc0/Highest_Friendship_Greeting 1_Response_003_000,
Npc0/High_Friendship_Greeting 0_Intro_000,Ah, ça fait plaisir de te voir, <PlayerName>
Npc0/High_Friendship_Greeting 0_Intro_001,Quoi de neuf ?
Npc0/High_Friendship_Greeting 0_Response_003_000,<wave>J't'ai eu !
Npc0/High_Friendship_Greeting 2_Intro_000,C'est <PlayerName> !
Npc0/High_Friendship_Greeting 2_Intro_001,Pour sûr !
Npc0/High_Friendship_Greeting 2_Response_003_000,<wave>A plust !
Npc0/Introduction_000_Intro_000,Oh, salut, toi, je suis <myName>
Npc0/Introduction_000_Intro_001,Je suis une nomade qui cherche à vendre des graines, vois-tu. Je possède également de l'équipement agricole si cela t'intéresse. 
Npc0/Introduction_000_Intro_002,<thinking>Cependant, je ne peux le vendre qu'à des gens ayant une <FarmingLicence>
Npc0/Introduction_000_Intro_003,<IslandName> est magnifique, tu ne trouves pas ?
Npc0/Introduction_000_Intro_004,<glee>J'ai voyagé aux quatre coins du monde durant ma vie, et je peux t'assurer que c'est très sympathique ici. 
Npc0/LongConvo_001_Intro_000,Sais-tu que toutes les graines que je vends viennent de ma collection personnelle ?
Npc0/LongConvo_001_Intro_001,<shy>J'ai commencé à collectionner les graines quand j'étais une petite fille.
Npc0/LongConvo_001_Intro_002,Je dépensais tous les Dinks que j'économisais pour en acheter dès que je le pouvais. 
Npc0/LongConvo_001_Intro_003,Je n'avais pas beaucoup de place dans l'avion de ma famille. Du coup, je ne pouvais en faire pousser que quelques-unes à certains moments.
Npc0/LongConvo_001_Intro_004,J'ai toujours voulu avoir de l'espace pour m'épanouir, tu sais. Avoir un jardin rien qu'à moi !
Npc0/LongConvo_001_Intro_005,<haha>Même si j'ai passé beaucoup de temps dans les airs, j'ai toujours préféré être sur le plancher des vaches.
Npc0/LongConvo_001_Intro_006,C'est pour ça que j'ai dû quitter ma famille et le reste.
Npc0/LongConvo_001_Intro_007,<sigh>Et ils me manquent beaucoup, tu sais, <PlayerName>
Npc0/LongConvo_002_Intro_000,<sigh>Eh, <PlayerName>...
Npc0/LongConvo_002_Intro_001,J'ai pas mal pensé à ma famille 
Npc0/LongConvo_002_Intro_002,Je ne les ai pas quitté sur les meilleurs termes
Npc0/LongConvo_002_Intro_003,J'imagine qu'on pourrait dire que j'ai un peu fugué…
Npc0/LongConvo_002_Intro_004,<boohoo>Je ne leur ai même pas laissé un mot, rien. J'ai juste sauté hors de l'avion, une nuit.
Npc0/LongConvo_002_Intro_005,Ils ne comprenaient pas que je veuille rester au même endroit.
Npc0/LongConvo_002_Intro_006,Je voulais juste apprendre à connaître des gens et me faire des amis.
Npc0/LongConvo_002_Intro_007,<pumped> Ils me manquent, <PlayerName>. 
Npc0/LongConvo_002_Intro_008,Mais pour être honnête avec toi, venir à <IslandName> est, genre, la chose la plus guedin qui me soit jamais arrivée.
Npc0/LongConvo_002_Intro_009,Je me suis rapproché de tout le monde à <IslandName>.
Npc0/LongConvo_002_Intro_010,Surtout de toi, <PlayerName>.
Npc0/LongConvo_002_Intro_011,<haha>Alors, tu vois, merci d'être mon ami. Mon premier ami !
Npc0/LongConvo_003_Intro_000,<PlayerName>, Je voulais juste te remercier.
Npc0/LongConvo_003_Intro_001,<no>Avant de venir à <IslandName>, je n'ai jamais eu l'impression d'avoir de chez-moi.
Npc0/LongConvo_003_Intro_002,<shy>Je n'ai jamais été capable de me poser, pour ainsi dire.
Npc0/LongConvo_003_Intro_003,<yes>Mais grâce à toi et à tous les autres ici, <IslandName> ressemble vraiment à ma maison maintenant.
Npc0/LongConvo_003_Intro_004,<thinking>Ça m'a pris tellement de temps que je n'ai pas dû le remarquer.
Npc0/LongConvo_003_Intro_005,<shy>Donc, ouais, du coup, merci, <PlayerName>
Npc0/LongConvo_003_Intro_006,<glee>Je suis si heureux d'être ici, à <IslandName>!
Npc0/Low_Friendship_Greeting 0_Intro_000,Quoi de neuf, <PlayerName> ?
Npc0/Low_Friendship_Greeting 0_Response_003_000,
Npc0/Low_Friendship_Greeting 1_Intro_000,Genre, t'as besoin de quoi ?
Npc0/Low_Friendship_Greeting 1_Response_003_000,
Npc0/Low_Friendship_Greeting 2_Intro_000,Comment ça va ?
Npc0/Low_Friendship_Greeting 2_Response_003_000,<wave>Héhoooo
Npc0/Medium_Friendship_Greeting 0_Intro_000,Quoi de neuf, <PlayerName> ?
Npc0/Medium_Friendship_Greeting 0_Response_003_000,
Npc0/Medium_Friendship_Greeting 1_Intro_000,Eh ! C'est-i pas , <PlayerName> !
Npc0/Medium_Friendship_Greeting 1_Response_003_000,Exactement.
Npc0/Medium_Friendship_Greeting 2_Intro_000,Oh, salut, <PlayerName>
Npc0/Medium_Friendship_Greeting 2_Intro_001,T'as besoin, genre, de quelque chose ?
Npc0/Medium_Friendship_Greeting 2_Response_003_000,<wave> A plus !
Npc0/Morning_Greeting 0_Intro_000,<yes>Il est très tôt, mais, j'ai déjà un bon pressentiment pour aujourd'hui !
Npc0/Morning_Greeting 0_Response_003_000,
Npc0/Morning_Greeting 1_Intro_000,Les matins sont pleins de bonnes choses..
Npc0/Morning_Greeting 1_Intro_001,Tu vois ce que je veux dire ?
Npc0/Morning_Greeting 1_Response_003_000,Passe une bonne matinée !
Npc0/Morning_Greeting 2_Intro_000,Eh, <PlayerName.
Npc0/Morning_Greeting 2_Intro_001,Qu'est-ce que je peux faire pour toi ce matin ?
Npc0/Morning_Greeting 2_Response_003_000,<sigh>Oh, je vois…
Npc0/Night_Greeting 0_Intro_000,<scared>Flippante cette nuit, hein ?
Npc0/Night_Greeting 0_Response_003_000,Fais attention, <PlayerName>
Npc0/Night_Greeting 1_Intro_000,<scared>Brrrr, je viens d'avoir des sueurs froides.
Npc0/Night_Greeting 1_Intro_001,<shy>Ce n'est sûrement rien.
Npc0/Night_Greeting 1_Response_003_000,Fais attention,<PlayerName>
Npc0/Noon_Greeting 0_Intro_000,Oh, <PlayerName>
Npc0/Noon_Greeting 0_Intro_001,Qu'est-ce qui t'amène voir ma vieille carcasse ?
Npc0/Noon_Greeting 0_Response_003_000,<wave>Héhooo !
Npc0/Noon_Greeting 1_Intro_000,J'ai un p'tit creux.
Npc0/Noon_Greeting 1_Response_003_000,
Npc0/Noon_Greeting 2_Intro_000,Excellent.
Npc0/Noon_Greeting 2_Intro_001,Voilà que je passe déjà une incroyable journée et qui s'est-y donc que je vois ? <PlayerName>
Npc0/Noon_Greeting 2_Response_003_000,
Npc0/Plant Shop Convo_Intro_000,Oh…eh.
Npc0/Plant Shop Convo_Intro_001,Comme puis-je t'aider ?
Npc0/Plant Shop Convo_Option_000,J'aimerais discuter.
Npc0/Plant Shop Convo_Option_001,Oublie.
Npc0/Plant Shop Convo_Response_001_000,A plus !
Npc0/RandomConvo_000_Intro_000,<glee> <IslandName> est si ... incroyable. Il y a, e, des arbres et des fleurs partout.
Npc0/RandomConvo_000_Intro_001,<haha> C'est plutôt impressionnant !
Npc0/RandomConvo_001_Intro_000,<yes> Vous pouvez penser à n'importe quel endroit et être certain qu'une plante s'y soit trouvée avant tout le monde. Vous pouvez me croire !þ
Npc0/RandomConvo_001_Intro_001,<proud> J'ai été absolument partout. þ
Npc0/RandomConvo_002_Intro_000,<shy> Je dois vous avouer quelque chose… je n'avais pas de licence agricole jusqu'à très récemment… þ
Npc0/RandomConvo_002_Intro_001,Je ne savais même pas que c'était quelque chose dont j'avais besoin !þ
Npc0/RandomConvo_002_Intro_002,<shy> Je faisais pousser des plantes de manière illégale, on dirait ! þ
Npc0/RandomConvo_003_Intro_000,<yes> Je me plais à penser que mes plantes sont mes enfants.
Npc0/RandomConvo_003_Intro_001,<Glee> Ça me fait une énorme famille ! 
Npc0/RandomConvo_003_Intro_002,<haha>Elle ne cesse de s'agrandir !
Npc0/RandomConvo_004_Intro_000,J'ai grandi en voyageant avec ma famille.
Npc0/RandomConvo_004_Intro_001,<shy>Nous étions suffisamment chanceux pour avoir un avion.þ
Npc0/RandomConvo_004_Intro_002,<shy>J'imagine qu'on peut dire que le ciel est ma maison, ou un truc du genre.þ
Npc0/RandomConvo_005_Intro_000,<thinking>Est-ce que tu ne t'es jamais demandé de quoi sont faits les nuages ?þ
Npc0/RandomConvo_005_Intro_001,<No> Ils ont l'air si doux et moelleux mais plus vraiment quand tu es là haut…þ
Npc0/RandomConvo_006_Intro_000,<yes>Même si j'ai, genre, passé le plus clair de ma vie dans le ciel, j'ai toujours eu l'impression d'avoir un lien particulier avec la terre bizarrement.þ
Npc0/RandomConvo_006_Intro_001,Tu vois ce que je veux dire?þ
Npc0/RandomConvo_007_Intro_000,De tous les légumes, je pense que <favouriteFood> est ce que je préfère.
Npc0/RandomConvo_007_Intro_001,<glee>Je pourrais, genre, en manger toute la journée.
Npc0/RandomConvo_008_Intro_000,<thinking>Si je ne fais pas de bruit, parfois, j'ai l'impression d'entendre les murmures des arbres. C'est dur à décrire.
Npc0/RandomConvo_008_Intro_001,<thinking> On dirait une brise d'air qui soufflerait à travers leurs feuilles…
Npc0/RandomConvo_009_Intro_000,<yes> Si tu traites tes cultures avec attention, que tu les nourris comme il faut et que tu les aimes, elles t'aimeront en retour.þ'
Npc0/RandomConvo_009_Intro_001,<glee>Tu reviendra plus souvent que tu ne sèmes !þ
Npc0/RandomConvo_010_Intro_000,<No> Beaucoup de gens de <SouthCity> ne savent pas comment traiter les <Nomades> comme moi.þ
Npc0/RandomConvo_010_Intro_001,<Haha>Ils s'inquiètent si tu ne sais pas comment remplir leur paperasse ou ce genre de trucs.þ
Npc0/RandomConvo_010_Intro_002,<proud>On vous met à l'écart si tu parles du vaste monde extérieur à <SouthCity> !þ
Npc0/RandomConvo_011_Intro_000,<yes> Ma famille et moi avons presque été partout.þ
Npc0/RandomConvo_011_Intro_001,<thinking>J'imagine que quand on est un nomade, c'est pris pour acquis….þ
Npc0/RandomConvo_011_Intro_002,Mais pas tout le monde n'a pas eu la chance d'avoir été heureuse comme j'ai pu l'être.þ
Npc0/RandomConvo_011_Intro_003,<shy>J'ai vu tellement de choses !þ
Npc0/RandomConvo_011_Intro_004,<sigh>J'aurais juste tellement souhaité rester plus longtemps là où nous nous posions.þ
Npc0/RandomConvo_012_Intro_000,<yes> Les arbres peuvent être, parfois, de bien drôles de personnages.þ
Npc0/RandomConvo_012_Intro_001,<No> Ils font toujours de l'ombre et je ne puex pas m'empêcher de les aimer pour ça !þ
Npc0/RandomConvo_012_Intro_002,<Glee> Je pense que cela ne pose pas problème quand cela vient de tes amis, n'est-ce pas<PlayerName>?þ
Npc0/RandomConvo_013_Intro_000,<thinking> Quand j''étais plus jeune, j'avais l'habitude d'essayer toutes sortes de choses avec plein d'espèces de plantes plus folles les unes que les autres.þ
Npc0/RandomConvo_013_Intro_001,<yes> Parfois, vous devez savoir ce que vous n'aimez pas avant de trouver ce que vous aimez. þ
Npc0/RandomConvo_013_Intro_002,<Haha> J'ai découvert que j'aimais tout de manière égale !þ
Npc0/RandomConvo_014_Intro_000,Je n'ai été à <SouthCity> que quelques fois auparavant.þ
Npc0/RandomConvo_014_Intro_001,<No> C'est, genre, grossier et froid, tu vois. þ
Npc0/RandomConvo_014_Intro_002,<no> Je n'ai pas vu la moindre plante pousser. Où que ce soit. þ
Npc0/RandomConvo_014_Intro_003,<sigh> c'est vraiment pas fou..þ
Npc0/RandomConvo_015_Intro_000,þC'est quoi au juste les <PermitPoints> en fait?þþ
Npc0/RandomConvo_015_Intro_001,Je n'ai pas grandi à <SouthCity>, donc je ne suis pas tout à fait sûr de ce qu''ils font.?þ
Npc0/RandomConvo_015_Intro_002,En fait, je ne comprends pas grand chose au système de <License>.þ
Npc0/RandomConvo_015_Intro_003,Pourquoi est-ce que tout le monde ne peut pas juste faire ce qu'il veut quand cela lui chante ?þ
Npc0/RandomConvo_016_Intro_000,þJe vois que tu trimballe ton <Journal> où que tu sois…þþ
Npc0/RandomConvo_016_Intro_001,<thinking> Tu l'ouvres en permanence, on dirait.þ
Npc0/RandomConvo_016_Intro_002,Qu''est-ce qu''il y a là-dedans en vrai ?þ
Npc0/RandomConvo_016_Intro_003,<Haha> Et où est-ce que je peux m'en dégoter un ?þ
Npc0/RandomConvo_017_Intro_000,J'ai trouvé tout un tas de machins scintillant dans le sol lorsque j'ai semé l'autre jour. 
Npc0/RandomConvo_017_Intro_001,<no>C'était si froid et désolant.
Npc0/RandomConvo_017_Intro_002,Qui perdrait son temps à créer des ordures pareilles ?
Npc0/RandomConvo_018_Intro_000,<proud>Je me dis, parfois, que mes plantes doivent me ressembler.
Npc0/RandomConvo_018_Intro_001,<glee>Mais tout ce qu'elles aiment c'est le soleil et essayer d'atteindre le ciel !
Npc0/RandomConvo_019_Intro_000,<no>Même après tant d'années, je n'arrive toujours pas à me mettre dans le crâne tout ce qui peut pousser d'un truc aussi petit.
Npc0/RandomConvo_019_Intro_001,Une simple petite graine peut devenir si massive !
Npc0/RandomConvo_020_Intro_000,<yes>Je trouve que c'est vraiment dingue tout ce que tu fais ici, <PlayerName>.þ'
Npc0/RandomConvo_020_Intro_001,<shy>Tu m'inspires à en faire, genre, davantage. þ'
Npc0/RandomConvo_021_Intro_000,<yes>Labourer et planter, c'est beaucoup de travail mais ça en vaut tellement le coup !
Npc0/RandomConvo_021_Intro_001,Tu te dis, J'AI fait ça, hein ?
Npc0/RandomConvo_021_Intro_002,<glee>TU as permis à tout ça d'exister.
Npc0/RandomConvo_021_Intro_003,<pumped>C'est fou.
Npc0/RandomConvo_022_Intro_000,<thinking>La pluie me fait gagner tellement de temps à arroser les plantes pour moi.
Npc0/RandomConvo_022_Intro_001,<no>C'est toujours déprimant malgré tout.
Npc0/RandomConvo_022_Intro_002,<haha>Genre, bon travail, maintenant tire-toi, tu vois le genre ?
Npc0/RandomConvo_023_Intro_000,Нужен текст здесь
Npc0/RandomConvo_023_Intro_001,<no>Je n'aime pas en parler. Ça m'est arrivé, genre, une ou deux fois.
Npc0/RandomConvo_023_Intro_002,<glee>Prends en soin comme tu as pris soin de moi et tout devrait bien se passer.
Npc0/RandomConvo_024_Intro_000,Quand tu es arrivé ici, est-ce que tu t'attendais à ce qu'on arrive si loin ?
Npc0/RandomConvo_024_Intro_001,<thinking>Tous ces changements qui ont eu lieu à <IslandName>
Npc0/RandomConvo_024_Intro_002,<glee>Bravo tout le monde, j'ai envie de de dire !
Npc0/RandomConvo_025_Intro_000,Нужен текст здесь
Npc0/RandomConvo_025_Intro_001,<yes>Je me sens super connecté ici, par contre.
Npc0/RandomConvo_025_Intro_002,C'est surtout grâce à toi, <PlayerName>, alors, merci !
Npc0/RandomConvo_026_Intro_000,Нужен текст здесь
Npc0/RandomConvo_026_Intro_001,<thinking>Si riche en nutriments qui ne demandent qu'à aider nos petits gars à grandir 
Npc0/RandomConvo_026_Intro_002,Ça doit être tout l'amour et le soin que l'on leur donne, tu ne crois pas ?
Npc0/RandomConvo_026_Option_000,Absolument !
Npc0/RandomConvo_026_Option_001,Ce n'est que de la terre.
Npc0/RandomConvo_026_Response_000_000,<glee>Bon, ben, continuons comme ça !
Npc0/RandomConvo_026_Response_001_000,<haha>J'imagine que je ne donne qu'un coup de main, hein !
Npc0/RandomConvo_027_Intro_000,J'ai toujours su que j'étais un peu spécial.
Npc0/RandomConvo_027_Intro_001,Genre, prédestinée à quelque chose ?
Npc0/RandomConvo_027_Intro_002,J'espère que ça aura un rapport avec les plantes.
Npc0/RandomConvo_027_Intro_003,<haha>Parce que je suis, genre, à fond sur tout ce qui en lien avec les plantes !
Npc0/RandomConvo_028_Intro_000,<no>Tu ne peux pas tout faire tout seul…
Npc0/RandomConvo_028_Intro_001,Et même si c'était le cas, je ne pense pas que tu devrais ?
Npc0/RandomConvo_028_Intro_002,Tu ne comptes partir quelque part d'ici peu, hein, <PlayerName> ?
Npc0/RandomConvo_028_Option_000,Aucun chance !
Npc0/RandomConvo_028_Option_001,Peut-être…
Npc0/RandomConvo_028_Response_000_000,<glee>Youpi, parce qu'il y a encore tant de travail à faire !
Npc0/RandomConvo_028_Response_001_000,<haha>Bon, t'as pas intérêt à m'oublier !
Npc0/RandomConvo_029_Intro_000,
Npc0/RandomConvo_030_Intro_000,<thinking> Les plantes ont besoin de racines fortes et en bonne santé pour atteindre leur plein potentiel.
